PurchaseID,PurchaseDate,BranchCode,SupplierCode,ItemCode,Quantity,UnitBuyPrice,TotalCost
PUR00703,2026-02-09,LLM,SUP002,KB001,36,6658.65,239711.4
PUR00704,2026-07-29,TGI,SUP006,SOFT002,5,85393.57,426967.85
PUR00705,2026-02-01,LLM,SUP007,LAP003,4,2762478.78,11049915.12
PUR00706,2026-05-14,LLM,SUP002,SSD002,8,81193.56,649548.48
PUR00707,2026-03-29,LLM,SUP006,SOFT003,30,93603.16,2808094.8
PUR00708,2025-12-29,LLM,SUP004,HDD001,7,84957.38,594701.66
PUR00709,2026-08-30,LLM,SUP007,DESK001,2,1199240.15,2398480.3
PUR00710,2026-08-13,TGI,SUP004,HDD001,14,81519.48,1141272.72
PUR00711,2026-06-27,TGI,SUP006,SOFT002,7,82528.56,577699.92
PUR00712,2026-08-03,TGI,SUP003,CAM001,26,11701.4,304236.4
PUR00713,2025-12-05,LLM,SUP005,ROUT001,14,44055.22,616773.08
PUR00714,2026-04-29,LLM,SUP006,SOFT002,29,87399.5,2534585.5
PUR00715,2026-07-30,LLM,SUP002,SSD001,6,54345.95,326075.7
PUR00716,2025-10-27,LLM,SUP001,BAG002,40,9532.21,381288.4
PUR00717,2026-02-18,TGI,SUP001,BAG001,11,6922.82,76151.02
PUR00718,2026-01-03,LLM,SUP005,ROUT001,9,43968.45,395716.05
PUR00719,2025-09-19,LLM,SUP001,BAG001,30,6819.33,204579.9
PUR00720,2026-04-11,LLM,SUP003,CAM001,17,12639.67,214874.39
PUR00721,2026-02-20,TGI,SUP002,KB001,23,7428.94,170865.62
PUR00722,2026-03-15,TGI,SUP007,LAP001,2,1732205.0,3464410.0
PUR00723,2025-09-30,LLM,SUP001,BAG001,10,6814.69,68146.9
PUR00724,2026-01-15,TGI,SUP007,MON002,4,518696.41,2074785.64
PUR00725,2026-01-15,TGI,SUP005,SW001,35,54285.1,1899978.5
PUR00726,2025-12-12,LLM,SUP003,CAM001,24,12295.08,295081.92
PUR00727,2025-10-19,TGI,SUP005,ROUT002,33,80001.74,2640057.42
PUR00728,2026-03-18,TGI,SUP001,RAM002,4,92280.33,369121.32
PUR00729,2026-03-20,LLM,SUP004,HDD001,14,91559.37,1281831.18
PUR00730,2026-06-17,LLM,SUP004,PAD001,18,2407.34,43332.12
PUR00731,2025-11-17,TGI,SUP001,RAM002,6,92876.57,557259.42
PUR00732,2026-07-08,TGI,SUP001,BAG001,38,6335.66,240755.08
PUR00733,2025-11-09,TGI,SUP007,LAP002,4,1508588.65,6034354.6
PUR00734,2025-12-18,TGI,SUP007,LAP002,4,1377579.76,5510319.04
PUR00735,2026-08-06,LLM,SUP003,HEAD001,23,8901.68,204738.64
PUR00736,2025-11-26,TGI,SUP001,RAM002,12,96965.03,1163580.36
PUR00737,2025-10-05,LLM,SUP003,PSU001,7,68763.64,481345.48
PUR00738,2025-12-11,TGI,SUP004,PAD001,34,2666.94,90675.96
PUR00739,2026-07-27,LLM,SUP007,LAP003,4,2737505.05,10950020.2
PUR00740,2026-01-14,LLM,SUP001,RAM001,15,54948.75,824231.25
PUR00741,2026-03-28,TGI,SUP003,PSU001,5,63174.33,315871.65
PUR00742,2026-04-02,TGI,SUP007,LAP002,3,1418610.37,4255831.11
PUR00743,2025-12-05,LLM,SUP006,SOFT003,29,88092.83,2554692.07
PUR00744,2026-08-27,TGI,SUP002,KB001,21,7043.56,147914.76
PUR00745,2026-08-12,LLM,SUP003,CAM001,9,11446.44,103017.96
PUR00746,2025-09-08,TGI,SUP002,KB002,16,12330.35,197285.6
PUR00747,2025-11-12,TGI,SUP006,SOFT001,7,32270.02,225890.14
PUR00748,2026-08-15,TGI,SUP002,SSD001,3,53931.36,161794.08
PUR00749,2026-05-23,TGI,SUP007,DESK001,4,1203985.63,4815942.52
PUR00750,2026-02-23,LLM,SUP003,PSU001,5,69553.94,347769.7
PUR00751,2026-06-25,LLM,SUP006,SOFT001,25,29264.95,731623.75
PUR00752,2025-10-23,LLM,SUP005,SW001,33,53289.77,1758562.41
PUR00753,2026-06-30,TGI,SUP001,BAG001,34,6867.73,233502.82
PUR00754,2025-09-17,LLM,SUP007,DESK001,2,1201362.67,2402725.34
PUR00755,2025-10-16,TGI,SUP006,SOFT001,26,32374.59,841739.34
PUR00756,2026-06-09,TGI,SUP006,SOFT002,24,87402.65,2097663.6
PUR00757,2026-02-22,LLM,SUP001,BAG001,25,6794.2,169855.0
PUR00758,2026-06-28,TGI,SUP006,SOFT001,22,31561.88,694361.36
PUR00759,2026-07-29,TGI,SUP004,PAD001,34,2605.71,88594.14
PUR00760,2025-10-28,TGI,SUP003,HEAD001,34,9713.97,330274.98
PUR00761,2026-08-07,LLM,SUP005,ROUT001,29,46081.53,1336364.37
PUR00762,2026-01-31,TGI,SUP007,LAP003,5,2979634.49,14898172.45
PUR00763,2026-03-31,TGI,SUP005,SW001,29,58546.73,1697855.17
PUR00764,2026-04-06,LLM,SUP005,ROUT001,32,46826.18,1498437.76
PUR00765,2026-08-03,TGI,SUP001,MOUSE001,32,5257.05,168225.6
PUR00766,2026-08-26,LLM,SUP004,HDD001,6,83209.22,499255.32
PUR00767,2026-01-22,TGI,SUP006,SOFT001,26,31929.07,830155.82
PUR00768,2025-10-19,LLM,SUP005,SW001,17,55622.25,945578.25
PUR00769,2026-08-18,TGI,SUP003,HEAD001,33,8655.39,285627.87
PUR00770,2025-11-03,TGI,SUP001,MOUSE001,13,4763.65,61927.45
PUR00771,2026-02-10,TGI,SUP007,LAP002,2,1440997.99,2881995.98
PUR00772,2026-01-19,LLM,SUP002,SSD001,5,54568.27,272841.35
PUR00773,2025-11-20,LLM,SUP003,HEAD001,27,9221.48,248979.96
PUR00774,2026-04-07,LLM,SUP005,SW001,25,54430.88,1360772.0
PUR00775,2026-07-04,TGI,SUP001,RAM002,4,99238.65,396954.6
PUR00776,2026-06-08,LLM,SUP002,SSD003,8,154650.51,1237204.08
PUR00777,2026-06-08,TGI,SUP002,KB001,34,7058.52,239989.68
PUR00778,2026-03-09,TGI,SUP003,FAN001,14,18857.79,264009.06
PUR00779,2025-11-17,TGI,SUP001,BAG002,7,9953.86,69677.02
PUR00780,2025-09-13,LLM,SUP003,FAN001,3,18284.21,54852.63
PUR00781,2026-07-16,LLM,SUP003,HUB001,25,6785.25,169631.25
PUR00782,2026-06-24,TGI,SUP004,HDD001,5,84239.43,421197.15
PUR00783,2026-08-30,TGI,SUP003,HUB001,13,6993.33,90913.29
PUR00784,2026-02-21,LLM,SUP001,RAM001,6,53048.13,318288.78
PUR00785,2025-12-10,LLM,SUP003,FAN001,7,18035.69,126249.83
PUR00786,2026-02-02,TGI,SUP003,CAM001,34,12097.02,411298.68
PUR00787,2026-07-21,TGI,SUP002,KB001,20,7146.44,142928.8
PUR00788,2025-10-05,LLM,SUP001,RAM002,9,92075.13,828676.17
PUR00789,2026-01-25,TGI,SUP002,SSD003,15,142220.61,2133309.15
PUR00790,2026-08-23,LLM,SUP003,HUB001,13,7109.69,92425.97
PUR00791,2025-12-14,LLM,SUP001,MOUSE002,18,3143.86,56589.48
PUR00792,2026-04-11,LLM,SUP003,FAN001,6,17130.8,102784.8
PUR00793,2026-06-20,TGI,SUP002,SSD003,6,148917.48,893504.88
PUR00794,2026-08-13,TGI,SUP003,HEAD001,24,9445.77,226698.48
PUR00795,2025-12-23,LLM,SUP005,ROUT001,12,46618.9,559426.8
PUR00796,2025-10-20,TGI,SUP007,DESK001,4,1229842.03,4919368.12
PUR00797,2026-03-30,TGI,SUP005,ROUT001,7,47531.57,332720.99
PUR00798,2025-10-31,TGI,SUP007,MON002,4,513640.99,2054563.96
PUR00799,2026-06-16,LLM,SUP007,MON002,4,519081.65,2076326.6
PUR00800,2026-03-18,TGI,SUP006,SOFT002,17,87957.43,1495276.31
PUR00801,2026-04-19,TGI,SUP007,MON001,5,339670.36,1698351.8
PUR00802,2026-04-24,LLM,SUP007,MON002,5,501252.66,2506263.3
PUR00803,2026-05-14,TGI,SUP006,SOFT003,7,94246.52,659725.64
PUR00804,2026-06-23,LLM,SUP005,ROUT002,29,72446.71,2100954.59
PUR00805,2026-07-01,LLM,SUP006,SOFT002,24,81345.65,1952295.6
PUR00806,2026-07-18,TGI,SUP002,SSD003,8,153498.58,1227988.64
PUR00807,2025-10-21,TGI,SUP007,MON002,3,515053.12,1545159.36
PUR00808,2025-10-22,TGI,SUP005,ROUT001,22,47265.8,1039847.6
PUR00809,2025-09-29,TGI,SUP004,PAD001,15,2616.59,39248.85
PUR00810,2026-02-17,TGI,SUP007,DESK001,3,1267224.62,3801673.86
PUR00811,2025-09-21,TGI,SUP001,BAG002,29,9931.74,288020.46
PUR00812,2025-10-24,TGI,SUP005,SW001,23,59229.08,1362268.84
PUR00813,2025-10-04,TGI,SUP005,ROUT001,36,46232.73,1664378.28
PUR00814,2025-10-16,LLM,SUP006,SOFT003,19,91283.14,1734379.66
PUR00815,2026-04-05,LLM,SUP004,PAD001,37,2535.63,93818.31
PUR00816,2026-05-05,TGI,SUP007,MON001,4,361610.29,1446441.16
PUR00817,2025-12-16,TGI,SUP004,LAN001,25,5001.56,125039.0
PUR00818,2026-05-17,TGI,SUP007,MON001,2,369372.51,738745.02
PUR00819,2026-02-12,LLM,SUP004,PAD001,22,2572.56,56596.32
PUR00820,2025-09-29,TGI,SUP005,SW001,33,54611.84,1802190.72
PUR00821,2026-05-01,LLM,SUP003,CAM001,38,11825.45,449367.1
PUR00822,2026-06-19,LLM,SUP007,LAP003,5,2684936.48,13424682.4
PUR00823,2026-07-02,LLM,SUP007,DESK001,5,1203750.93,6018754.65
PUR00824,2025-11-30,LLM,SUP001,RAM002,10,94920.2,949202.0
PUR00825,2026-05-02,LLM,SUP003,CAM001,27,12895.29,348172.83
PUR00826,2026-07-13,LLM,SUP007,LAP001,4,1880625.01,7522500.04
PUR00827,2026-02-23,TGI,SUP007,MON002,3,496189.86,1488569.58
PUR00828,2026-06-18,LLM,SUP002,SSD002,12,79788.98,957467.76
PUR00829,2026-01-12,TGI,SUP003,CAM001,31,12381.58,383828.98
PUR00830,2026-02-16,TGI,SUP001,RAM001,6,57624.7,345748.2
PUR00831,2026-02-12,TGI,SUP007,LAP001,3,1894989.56,5684968.68
PUR00832,2025-10-17,TGI,SUP005,SW001,18,52351.46,942326.28
PUR00833,2025-09-14,TGI,SUP004,HDD001,10,87281.33,872813.3
PUR00834,2026-06-13,LLM,SUP004,LAN001,37,4899.41,181278.17
PUR00835,2026-03-20,TGI,SUP001,BAG002,26,9516.55,247430.3
PUR00836,2026-07-08,LLM,SUP002,SSD001,7,57347.28,401430.96
PUR00837,2025-10-19,TGI,SUP007,LAP001,2,1893623.18,3787246.36
PUR00838,2025-10-24,LLM,SUP002,SSD002,6,81426.56,488559.36
PUR00839,2026-04-08,LLM,SUP003,FAN001,11,18555.37,204109.07
PUR00840,2026-01-07,TGI,SUP001,MOUSE001,29,5114.45,148319.05
PUR00841,2025-09-08,TGI,SUP004,LAN001,26,5299.41,137784.66
PUR00842,2025-11-30,LLM,SUP004,HDD001,5,85470.51,427352.55
PUR00843,2026-02-27,TGI,SUP001,MOUSE001,19,5150.36,97856.84
PUR00844,2025-10-09,LLM,SUP002,SSD003,10,139380.23,1393802.3
PUR00845,2026-02-06,TGI,SUP002,KB002,40,11652.94,466117.6
PUR00846,2026-07-20,LLM,SUP002,SSD002,11,86379.7,950176.7
PUR00847,2025-09-27,TGI,SUP004,PAD001,28,2387.92,66861.76
PUR00848,2025-09-10,TGI,SUP002,KB001,37,7410.34,274182.58
PUR00849,2025-09-16,TGI,SUP003,HUB001,18,7197.14,129548.52
PUR00850,2025-12-25,TGI,SUP003,FAN001,9,18019.37,162174.33
PUR00851,2026-06-18,TGI,SUP003,FAN001,6,18320.41,109922.46
PUR00852,2026-02-10,LLM,SUP002,KB002,13,12368.95,160796.35
PUR00853,2025-09-15,LLM,SUP006,SOFT001,13,30669.33,398701.29
PUR00854,2025-11-05,TGI,SUP001,RAM001,6,57101.49,342608.94
PUR00855,2026-07-20,LLM,SUP004,PAD001,31,2463.83,76378.73
PUR00856,2026-08-03,LLM,SUP007,LAP002,2,1511461.31,3022922.62
PUR00857,2026-07-28,TGI,SUP001,BAG002,32,10288.19,329222.08
PUR00858,2026-07-18,LLM,SUP007,MON001,2,335373.29,670746.58
PUR00859,2026-02-15,TGI,SUP007,LAP001,5,1748157.41,8740787.05
PUR00860,2025-11-05,TGI,SUP003,CAM001,32,12671.63,405492.16
PUR00861,2026-03-19,TGI,SUP004,LAN001,31,5070.23,157177.13
PUR00862,2026-08-03,TGI,SUP002,SSD002,9,83714.85,753433.65
PUR00863,2026-01-12,TGI,SUP007,LAP001,4,1757225.79,7028903.16
PUR00864,2026-07-07,TGI,SUP006,SOFT003,22,89220.17,1962843.74
PUR00865,2026-08-04,TGI,SUP007,LAP002,5,1472303.05,7361515.25
PUR00866,2025-10-17,TGI,SUP004,HDD001,6,87955.33,527731.98
PUR00867,2026-06-10,LLM,SUP005,ROUT001,14,45603.78,638452.92
PUR00868,2026-07-10,TGI,SUP007,MON002,5,476012.82,2380064.1
PUR00869,2026-05-10,TGI,SUP003,FAN001,13,18374.16,238864.08
PUR00870,2025-09-22,TGI,SUP002,KB002,23,12010.51,276241.73
PUR00871,2026-03-18,TGI,SUP001,MOUSE001,10,5333.61,53336.1
PUR00872,2025-10-06,TGI,SUP001,MOUSE001,25,5001.52,125038.0
PUR00873,2025-11-28,LLM,SUP003,PSU001,12,65451.23,785414.76
PUR00874,2026-05-29,LLM,SUP007,LAP002,1,1531172.31,1531172.31
PUR00875,2026-06-27,TGI,SUP003,HUB001,36,6974.07,251066.52
PUR00876,2026-04-26,TGI,SUP005,ROUT002,22,71290.17,1568383.74
PUR00877,2026-04-22,TGI,SUP001,MOUSE001,39,4974.21,193994.19
PUR00878,2026-01-09,TGI,SUP003,PSU001,10,62059.35,620593.5
PUR00879,2025-09-16,TGI,SUP004,HDD001,5,83051.56,415257.8
PUR00880,2026-06-29,LLM,SUP002,SSD002,14,79206.56,1108891.84
PUR00881,2025-10-06,TGI,SUP003,PSU001,7,65012.27,455085.89
PUR00882,2025-12-21,TGI,SUP004,PAD001,9,2630.92,23678.28
PUR00883,2026-01-02,TGI,SUP002,KB001,38,7092.24,269505.12
PUR00884,2026-07-17,LLM,SUP002,SSD003,10,155407.16,1554071.6
PUR00885,2026-07-03,LLM,SUP005,ROUT001,16,46037.43,736598.88
PUR00886,2026-08-15,LLM,SUP001,BAG002,26,10146.67,263813.42
PUR00887,2025-12-25,TGI,SUP001,RAM002,6,100959.48,605756.88
PUR00888,2025-09-21,TGI,SUP003,HEAD001,32,9584.4,306700.8
PUR00889,2026-08-11,LLM,SUP007,MON001,2,348468.38,696936.76
PUR00890,2026-06-12,LLM,SUP006,SOFT003,12,87662.02,1051944.24
PUR00891,2025-11-08,TGI,SUP002,KB001,15,7251.11,108766.65
PUR00892,2026-07-12,TGI,SUP006,SOFT003,18,96982.5,1745685.0
PUR00893,2025-12-21,TGI,SUP001,RAM001,14,57755.27,808573.78
PUR00894,2026-03-21,LLM,SUP001,MOUSE002,5,2920.74,14603.7
PUR00895,2025-09-18,LLM,SUP003,CAM001,40,12794.79,511791.6
PUR00896,2026-01-21,TGI,SUP003,CAM001,10,11404.94,114049.4
PUR00897,2026-08-04,TGI,SUP006,SOFT001,19,28949.13,550033.47
PUR00898,2026-04-07,TGI,SUP003,PSU001,6,70175.28,421051.68
PUR00899,2026-08-31,TGI,SUP005,SW001,18,52985.64,953741.52
PUR00900,2026-01-03,TGI,SUP006,SOFT003,23,90190.1,2074372.3
PUR00901,2026-05-26,LLM,SUP001,RAM001,7,57517.84,402624.88
PUR00902,2026-04-22,TGI,SUP002,KB001,6,7401.49,44408.94
PUR00903,2026-03-27,LLM,SUP007,LAP001,2,1872775.74,3745551.48
PUR00904,2026-06-16,LLM,SUP006,SOFT003,13,94501.1,1228514.3
PUR00905,2026-03-25,LLM,SUP005,ROUT001,23,48290.47,1110680.81
PUR00906,2026-01-14,LLM,SUP007,LAP001,5,1905482.33,9527411.65
PUR00907,2026-02-16,TGI,SUP006,SOFT002,20,87611.25,1752225.0
PUR00908,2025-10-30,TGI,SUP003,FAN001,3,17242.99,51728.97
PUR00909,2026-03-17,TGI,SUP007,LAP003,2,2892185.71,5784371.42
PUR00910,2026-01-26,TGI,SUP007,MON001,3,354625.33,1063875.99
PUR00911,2026-06-10,LLM,SUP007,LAP001,3,1815285.56,5445856.68
PUR00912,2026-06-27,LLM,SUP007,DESK001,2,1211341.91,2422683.82
PUR00913,2026-01-15,TGI,SUP006,SOFT002,19,83776.62,1591755.78
PUR00914,2025-09-21,TGI,SUP007,LAP001,5,1899527.13,9497635.65
PUR00915,2025-11-21,LLM,SUP005,SW001,20,56067.79,1121355.8
PUR00916,2025-09-02,LLM,SUP005,ROUT002,13,76233.27,991032.51
PUR00917,2026-05-10,LLM,SUP006,SOFT002,15,83052.08,1245781.2
PUR00918,2026-08-05,TGI,SUP003,HEAD001,28,9430.75,264061.0
PUR00919,2026-06-15,LLM,SUP003,PSU001,6,67308.05,403848.3
PUR00920,2026-08-07,TGI,SUP005,ROUT002,14,74401.7,1041623.8
PUR00921,2026-08-24,TGI,SUP006,SOFT003,9,90916.02,818244.18
PUR00922,2026-08-19,TGI,SUP006,SOFT003,17,89091.37,1514553.29
PUR00923,2025-11-26,TGI,SUP006,SOFT002,26,82380.25,2141886.5
PUR00924,2026-06-14,LLM,SUP003,HUB001,18,6860.48,123488.64
PUR00925,2025-09-29,TGI,SUP004,HDD001,7,84800.51,593603.57
PUR00926,2025-11-15,TGI,SUP005,SW001,16,57171.6,914745.6
PUR00927,2025-12-08,TGI,SUP003,FAN001,9,17564.87,158083.83
PUR00928,2026-05-09,TGI,SUP004,PAD001,23,2525.95,58096.85
PUR00929,2026-05-15,TGI,SUP005,ROUT002,33,75388.09,2487806.97
PUR00930,2026-06-15,TGI,SUP005,ROUT002,22,77572.71,1706599.62
PUR00931,2026-05-20,LLM,SUP001,MOUSE001,20,4953.4,99068.0
PUR00932,2026-06-04,TGI,SUP005,ROUT001,14,46205.99,646883.86
PUR00933,2026-06-12,TGI,SUP003,HEAD001,18,9584.41,172519.38
PUR00934,2026-04-10,TGI,SUP007,LAP003,4,2855028.38,11420113.52
PUR00935,2026-05-27,TGI,SUP003,HUB001,22,6982.13,153606.86
PUR00936,2025-10-12,LLM,SUP001,MOUSE002,9,3156.6,28409.4
PUR00937,2025-09-04,TGI,SUP007,LAP001,2,1813188.24,3626376.48
PUR00938,2026-01-09,LLM,SUP002,KB001,35,7543.15,264010.25
PUR00939,2026-05-26,LLM,SUP003,HEAD001,26,9494.28,246851.28
PUR00940,2026-01-07,LLM,SUP006,SOFT003,14,85869.34,1202170.76
PUR00941,2026-03-31,TGI,SUP004,HDD001,14,88088.07,1233232.98
PUR00942,2025-11-23,TGI,SUP005,SW001,33,53203.96,1755730.68
PUR00943,2025-10-26,TGI,SUP001,MOUSE002,33,3222.7,106349.1
PUR00944,2026-04-19,LLM,SUP007,LAP003,1,2998629.13,2998629.13
PUR00945,2026-04-17,LLM,SUP007,DESK001,3,1282483.57,3847450.71
PUR00946,2026-01-21,TGI,SUP001,RAM001,8,54243.44,433947.52
PUR00947,2025-12-15,TGI,SUP002,SSD002,11,78559.22,864151.42
PUR00948,2026-07-20,TGI,SUP004,PAD001,30,2530.04,75901.2
PUR00949,2025-11-05,TGI,SUP004,LAN001,7,5093.72,35656.04
PUR00950,2026-04-13,TGI,SUP007,LAP003,4,2993408.2,11973632.8
PUR00951,2025-09-22,LLM,SUP007,LAP003,3,2886285.22,8658855.66
PUR00952,2026-05-24,TGI,SUP006,SOFT002,20,82174.4,1643488.0
PUR00953,2025-10-13,LLM,SUP004,LAN001,13,4882.52,63472.76
PUR00954,2026-08-25,TGI,SUP004,HDD001,11,84608.17,930689.87
PUR00955,2025-10-27,LLM,SUP003,CAM001,36,12286.16,442301.76
PUR00956,2026-01-14,TGI,SUP001,BAG002,39,9606.37,374648.43
PUR00957,2025-09-24,TGI,SUP001,RAM001,8,57747.7,461981.6
PUR00958,2026-01-04,TGI,SUP002,KB001,34,7300.92,248231.28
PUR00959,2026-04-11,TGI,SUP004,HDD001,15,87549.0,1313235.0
PUR00960,2026-06-28,LLM,SUP003,HEAD001,23,8930.59,205403.57
PUR00961,2025-11-06,TGI,SUP003,PSU001,8,67263.27,538106.16
PUR00962,2026-07-28,LLM,SUP007,DESK001,5,1201545.52,6007727.6
PUR00963,2026-08-08,TGI,SUP007,LAP001,5,1925424.16,9627120.8
PUR00964,2026-08-09,TGI,SUP004,LAN001,22,4907.85,107972.7
PUR00965,2025-09-03,TGI,SUP001,MOUSE002,24,2880.41,69129.84
PUR00966,2026-07-06,TGI,SUP007,LAP003,4,2679359.46,10717437.84
PUR00967,2026-02-15,TGI,SUP007,MON001,4,364418.41,1457673.64
PUR00968,2025-11-14,TGI,SUP007,LAP001,3,1868590.36,5605771.08
PUR00969,2026-01-15,LLM,SUP003,PSU001,7,66993.67,468955.69
PUR00970,2026-05-23,LLM,SUP006,SOFT003,30,90387.54,2711626.2
PUR00971,2026-08-13,TGI,SUP007,DESK001,3,1256254.08,3768762.24
PUR00972,2026-05-19,TGI,SUP002,SSD001,15,57685.51,865282.65
PUR00973,2026-06-27,TGI,SUP006,SOFT001,12,32337.55,388050.6
PUR00974,2025-12-20,TGI,SUP007,LAP003,5,2743329.17,13716645.85
PUR00975,2026-04-13,LLM,SUP002,KB002,27,11493.09,310313.43
PUR00976,2025-11-13,TGI,SUP003,FAN001,9,18419.62,165776.58
PUR00977,2026-02-13,TGI,SUP007,MON001,1,338923.96,338923.96
PUR00978,2025-12-06,TGI,SUP001,MOUSE002,36,3172.33,114203.88
PUR00979,2025-10-08,LLM,SUP007,LAP002,3,1556303.37,4668910.11
PUR00980,2025-09-20,TGI,SUP001,MOUSE001,19,5205.8,98910.2
PUR00981,2025-11-13,TGI,SUP006,SOFT002,15,89339.63,1340094.45
PUR00982,2025-09-16,TGI,SUP007,DESK001,1,1223558.32,1223558.32
PUR00983,2026-08-19,TGI,SUP004,HDD001,7,81893.99,573257.93
PUR00984,2026-01-28,LLM,SUP006,SOFT002,16,87756.54,1404104.64
PUR00985,2026-01-06,TGI,SUP007,LAP002,2,1557190.14,3114380.28
PUR00986,2025-10-29,TGI,SUP007,LAP002,1,1561407.9,1561407.9
PUR00987,2026-04-10,LLM,SUP005,ROUT001,38,47785.62,1815853.56
PUR00988,2025-09-11,TGI,SUP005,ROUT001,38,46725.66,1775575.08
PUR00989,2026-07-10,TGI,SUP002,SSD002,12,84750.3,1017003.6
PUR00990,2026-08-07,TGI,SUP003,CAM001,6,12733.36,76400.16
PUR00991,2025-10-27,TGI,SUP006,SOFT001,28,29940.09,838322.52
PUR00992,2026-02-14,LLM,SUP003,HEAD001,19,9189.14,174593.66
PUR00993,2026-07-01,TGI,SUP006,SOFT001,16,30502.23,488035.68
PUR00994,2025-12-14,TGI,SUP005,ROUT001,10,47809.28,478092.8
PUR00995,2026-06-14,TGI,SUP005,ROUT002,16,80717.12,1291473.92
PUR00996,2025-09-07,LLM,SUP002,KB001,24,7111.7,170680.8
PUR00997,2026-06-27,TGI,SUP005,SW001,11,55365.96,609025.56
PUR00998,2026-08-04,TGI,SUP005,ROUT002,40,72041.52,2881660.8
PUR00999,2026-03-21,LLM,SUP007,MON002,3,496261.36,1488784.08
PUR01000,2025-12-31,LLM,SUP003,CAM001,37,12186.21,450889.77
PUR01001,2026-08-14,LLM,SUP005,ROUT002,15,79870.07,1198051.05
PUR01002,2026-01-25,LLM,SUP004,LAN001,34,5053.75,171827.5
PUR01003,2026-03-02,TGI,SUP004,PAD001,7,2585.3,18097.1
PUR01004,2025-11-04,TGI,SUP005,ROUT002,13,75113.74,976478.62
PUR01005,2026-04-14,LLM,SUP004,PAD001,10,2434.28,24342.8
PUR01006,2026-03-11,LLM,SUP002,SSD002,7,76838.36,537868.52
PUR01007,2026-08-13,LLM,SUP004,HDD001,7,86178.57,603249.99
PUR01008,2025-12-13,TGI,SUP005,SW001,14,57525.5,805357.0
PUR01009,2026-07-12,TGI,SUP006,SOFT001,28,29997.65,839934.2
PUR01010,2025-10-09,TGI,SUP003,HEAD001,16,8632.23,138115.68
PUR01011,2026-03-25,TGI,SUP004,PAD001,8,2400.92,19207.36
PUR01012,2026-07-02,TGI,SUP004,LAN001,20,4905.95,98119.0
PUR01013,2025-09-18,TGI,SUP003,PSU001,8,64815.1,518520.8
PUR01014,2026-07-01,LLM,SUP003,CAM001,6,11908.37,71450.22
PUR01015,2025-12-27,TGI,SUP003,HEAD001,33,9195.22,303442.26
PUR01016,2026-06-27,TGI,SUP001,MOUSE002,36,2857.77,102879.72
PUR01017,2026-03-30,LLM,SUP003,HUB001,11,7499.06,82489.66
PUR01018,2026-05-25,TGI,SUP007,DESK001,3,1231735.44,3695206.32
PUR01019,2025-12-24,TGI,SUP007,MON002,4,493638.08,1974552.32
PUR01020,2026-04-26,LLM,SUP003,HEAD001,5,8789.46,43947.3
PUR01021,2026-01-26,TGI,SUP003,HUB001,25,7458.18,186454.5
PUR01022,2026-01-31,LLM,SUP007,LAP002,1,1488106.22,1488106.22
PUR01023,2026-03-15,TGI,SUP002,KB001,18,6706.29,120713.22
PUR01024,2025-10-01,TGI,SUP007,MON001,5,369895.15,1849475.75
PUR01025,2026-01-02,TGI,SUP007,DESK001,1,1200128.47,1200128.47
PUR01026,2026-05-13,TGI,SUP001,MOUSE002,31,3126.56,96923.36
PUR01027,2026-03-07,TGI,SUP005,SW001,34,57906.69,1968827.46
PUR01028,2026-04-19,LLM,SUP002,SSD002,3,84750.01,254250.03
PUR01029,2026-03-13,TGI,SUP002,SSD002,8,83403.73,667229.84
PUR01030,2025-10-08,LLM,SUP001,RAM002,8,98360.28,786882.24
PUR01031,2026-08-17,LLM,SUP004,LAN001,20,4939.51,98790.2
PUR01032,2026-08-15,TGI,SUP007,LAP001,3,1735923.44,5207770.32
PUR01033,2026-06-08,TGI,SUP001,BAG002,16,9615.99,153855.84
PUR01034,2026-06-13,LLM,SUP003,HEAD001,25,9717.61,242940.25
PUR01035,2025-10-05,LLM,SUP002,SSD003,12,147018.72,1764224.64
PUR01036,2026-06-03,TGI,SUP006,SOFT002,7,85486.87,598408.09
PUR01037,2026-03-01,LLM,SUP006,SOFT002,14,83501.27,1169017.78
PUR01038,2025-12-03,TGI,SUP001,MOUSE001,27,4793.23,129417.21
PUR01039,2026-01-09,LLM,SUP006,SOFT001,25,29392.45,734811.25
PUR01040,2026-03-28,LLM,SUP002,SSD001,4,55532.3,222129.2
PUR01041,2026-04-28,LLM,SUP003,FAN001,14,17439.16,244148.24
PUR01042,2026-01-27,LLM,SUP005,ROUT002,7,74232.71,519628.97
PUR01043,2026-05-02,LLM,SUP001,MOUSE001,29,5353.24,155243.96
PUR01044,2026-02-10,TGI,SUP004,PAD001,21,2423.17,50886.57
PUR01045,2026-01-17,TGI,SUP001,RAM002,7,94370.93,660596.51
PUR01046,2026-02-05,TGI,SUP003,CAM001,30,12907.94,387238.2
PUR01047,2026-08-09,TGI,SUP004,PAD001,8,2513.53,20108.24
PUR01048,2026-06-02,LLM,SUP007,MON001,1,370163.18,370163.18
PUR01049,2025-10-23,TGI,SUP003,HUB001,13,7184.7,93401.1
PUR01050,2026-08-24,LLM,SUP001,BAG001,23,6266.15,144121.45
PUR01051,2025-12-20,TGI,SUP003,HUB001,20,6884.47,137689.4
PUR01052,2026-03-19,LLM,SUP007,LAP002,2,1477330.51,2954661.02
PUR01053,2025-12-30,TGI,SUP007,LAP001,4,1931254.04,7725016.16
